,name,watchtime,budget,weekend_gross_us_canada,weekend_date,vader_sentiment,text_blob_polarity,text_blob_subjectivity,popularity,weekend_roi
428,The House with a Clock in Its Walls,105.0,42000000.0,26608020.0,2018-9-23,0.14155069075462673,0.13640907269759073,0.36588481539910744,1013.0,0.6335242857142858
429,Free State of Jones,139.0,50000000.0,7572206.0,2016-6-26,0.33490668010343627,0.27855038415668526,0.618256859138597,4034.0,0.15144412
430,Office Christmas Party,105.0,45000000.0,16890204.0,2016-12-11,0.24840329990963234,0.06748611496535047,0.2954988152746193,10480.0,0.3753378666666667
431,Forever My Girl,108.0,3500000.0,4245630.0,2018-1-21,0.07225984996063478,0.057346121291203485,0.3532798611833406,8099.0,1.213037142857143
432,Collide,99.0,21500000.0,1512824.0,2017-2-26,-0.024217156532162033,0.023984274870931632,0.23136413330168382,1237.0,0.07036390697674419
433,The Happytime Murders,91.0,40000000.0,9532425.0,2018-8-26,-0.361543308232041,-0.06813745732640679,0.3544981418220737,778.0,0.238310625
434,Fifty Shades of Black,92.0,5000000.0,5900528.0,2016-1-31,0.030678073757589807,-0.022852076922433916,0.2085034080622982,715.0,1.1801056
435,The Forest,93.0,10000000.0,12741176.0,2016-1-10,0.06379135007229336,0.05885339874099949,0.32580552395334755,27186.0,1.2741176
436,Wonder Wheel,101.0,25000000.0,125570.0,2017-12-3,-0.050727319220076866,0.047188963446438525,0.371172521916368,1094.0,0.0050228
437,Isn't It Romantic,89.0,31000000.0,14247758.0,2019-2-17,0.05774449060589678,0.07500836518026324,0.4294983989761418,104.0,0.45960509677419353
438,Smurfs: The Lost Village,90.0,60000000.0,13210449.0,2017-4-9,-0.24963661778597454,0.03652772902471381,0.23365844353087678,154.0,0.22017415
439,Goosebumps 2: Haunted Halloween,90.0,35000000.0,15802225.0,2018-10-14,-0.15191693626531202,0.10470106575440767,0.31290607668637355,15.0,0.45149214285714284
440,My Little Pony: The Movie,99.0,6500000.0,8885899.0,2017-10-8,0.13198086259240374,0.0011878375155382715,0.4632376310992522,649.0,1.3670613846153845
441,Whiskey Tango Foxtrot,112.0,35000000.0,7450275.0,2016-3-6,0.049261441102756855,0.01183101085581897,0.20985951518023882,1693.0,0.212865
442,Fist Fight,91.0,22000000.0,12201873.0,2017-2-19,-0.08665057058172775,0.044969933950121124,0.3169453673731798,3479.0,0.554630590909091
443,What Men Want,117.0,20000000.0,18232087.0,2019-2-10,0.07293950134480873,0.07442944313085782,0.35184698189254393,102.0,0.91160435
444,Rings,102.0,25000000.0,13002632.0,2017-2-5,0.06867919665122643,0.07358743820103376,0.29108370203241235,66596.0,0.52010528
445,Life of the Party,105.0,30000000.0,17886075.0,2018-5-13,0.07631677802543689,0.06412667680846135,0.34697976144373166,28102.0,0.5962025
446,Action Point,85.0,19000000.0,2390164.0,2018-6-3,0.019755545302221476,0.05577871281922135,0.3499497676849879,23012.0,0.1257981052631579
447,Can You Ever Forgive Me?,106.0,10000000.0,161510.0,2018-10-21,0.06949499810076998,0.07927135740099812,0.3488201786886891,100.0,0.016151
448,Miss Bala,104.0,15000000.0,6864744.0,2019-2-3,-0.07483955649922291,0.05597046845046195,0.2812012210085848,52.0,0.4576496
449,The Case for Christ,112.0,5000000.0,3967885.0,2017-4-9,0.013631410454418371,0.08447367824852522,0.3450162581635989,1719.0,0.793577
450,Storks,87.0,70000000.0,21311407.0,2016-9-25,0.1548518291521082,0.1679358543726079,0.2995633091515026,261.0,0.3044486714285714
451,Hell Fest,89.0,5500000.0,5130963.0,2018-9-30,-0.36424415441893565,0.07808239489883623,0.2769624168109264,371.0,0.9329023636363636
452,The Hero,96.0,1200000.0,45317.0,2017-6-11,0.20494865274894672,0.08507206414028701,0.33532334192406693,88730.0,0.03776416666666667
453,Sleepless,95.0,30000000.0,8344128.0,2017-1-15,0.026154458035431087,0.06257301573191468,0.26934805989479627,1856.0,0.2781376
454,Playing with Fire,96.0,29900000.0,12723781.0,2019-11-10,0.02441718475275515,0.05862865114303282,0.3448630897250621,18071.0,0.4255445150501672
455,Gotti,112.0,10000000.0,1719902.0,2018-6-17,-0.031651695156695164,0.04702639988003563,0.2285730992418039,1642.0,0.1719902
456,I Can Only Imagine,110.0,7000000.0,17108914.0,2018-3-18,0.054514272989945815,0.04737688478304982,0.35808918974891263,68312.0,2.4441305714285715
457,Hands of Stone,111.0,20000000.0,1751388.0,2016-8-28,0.030972017375771835,0.047224768938507834,0.32686362320768975,2958.0,0.0875694
458,Risen,107.0,20000000.0,11801271.0,2016-2-21,0.07437787102474962,0.08720773060985529,0.31035093067379627,6723.0,0.59006355
459,Monster Trucks,104.0,125000000.0,10950705.0,2017-1-15,0.12144180048778132,0.10808844769882875,0.3204976610110548,273.0,0.08760564
460,All I See Is You,109.0,30000000.0,144076.0,2017-10-29,0.07967086363206742,0.06367000535155708,0.3611878118319624,211096.0,0.0048025333333333335
461,Super Troopers 2,100.0,13500000.0,15181624.0,2018-4-22,0.3213296976600323,0.16112115350167575,0.5215366240314996,974.0,1.1245647407407406
462,A Dog's Journey,109.0,16000000.0,8030085.0,2019-5-19,-0.004693648018648018,0.017682109557109554,0.08869318181818182,149.0,0.5018803125
463,The Current War,108.0,30000000.0,2633717.0,2019-10-27,-0.0010103008071262122,0.050876773899807395,0.33731746947631214,6498.0,0.08779056666666667
464,The Kitchen,102.0,38000000.0,5527410.0,2019-8-11,0.05739331016671673,0.06815348042581969,0.35030548533239914,182283.0,0.14545815789473684
465,Ride Along 2,102.0,40000000.0,35243095.0,2016-1-17,0.06770518603860401,0.05955098490100386,0.25318746567912387,6347.0,0.881077375
466,Loving,123.0,9000000.0,159615.0,2016-11-6,0.2608053574161035,0.2273932205529607,0.5361483047898395,56481.0,0.017735
467,A Hologram for the King,98.0,30000000.0,1138578.0,2016-4-24,0.0,0.159375,0.221875,4.0,0.0379526
468,Suburbicon,105.0,25000000.0,2840246.0,2017-10-29,-0.12656671746031742,-0.08770307685700543,0.32444171539659633,194.0,0.11360984
469,The Bye Bye Man,96.0,7400000.0,13501349.0,2017-1-15,0.012526718995801833,0.048372603140620744,0.3025176956493014,2550.0,1.8245066216216217
470,Denial,109.0,10000000.0,93728.0,2016-10-2,-0.006544673227070023,0.04619905954623221,0.3459326284808386,6381.0,0.0093728
471,Unforgettable,100.0,12000000.0,4785431.0,2017-4-23,0.025660899684977968,0.4029697852161299,0.661611300979052,1267.0,0.3987859166666667
472,Ben Is Back,103.0,13000000.0,80734.0,2018-12-9,0.05526788760899108,0.07565500891388037,0.3438807191535694,113.0,0.006210307692307692
473,Teen Titans Go! To the Movies,84.0,10000000.0,10411189.0,2018-7-29,0.17826196618657203,0.08683291568939076,0.24574385146223868,650.0,1.0411189
474,The Ottoman Lieutenant,106.0,40000000.0,149830.0,2017-3-12,0.3126333333333334,0.27749999999999997,0.5141666666666667,12.0,0.00374575
475,The Prodigy,92.0,6000000.0,5853061.0,2019-2-10,0.08876419795551861,0.04015504753694574,0.3215599149580555,100.0,0.9755101666666667
476,Thank You for Your Service,109.0,20000000.0,3817700.0,2017-10-29,0.13993671623916948,0.09037779616991197,0.32864430684045265,13601.0,0.190885
477,Wish Upon,90.0,12000000.0,5467084.0,2017-7-16,0.08637399218024118,0.05692918265665413,0.3509095923329681,10486.0,0.4555903333333333
478,Superfly,116.0,16000000.0,6870740.0,2018-6-17,0.10844113147255133,0.09530674792053785,0.30517718324928683,1042.0,0.42942125
479,A Private War,110.0,18800000.0,60491.0,2018-11-4,-0.07114800525704522,0.05418658559842473,0.3366589917873105,100.0,0.0032176063829787234
480,Triple Threat,96.0,10000000.0,5936.0,2019-3-24,-0.18359630995720416,0.058848190177194906,0.26322635887708035,2789.0,0.0005936
481,Missing Link,93.0,100000000.0,5944950.0,2019-4-14,0.02732539181657581,0.03784530875553839,0.3021754473348573,7943.0,0.0594495
482,The Catcher Was a Spy,94.0,14000000.0,114771.0,2018-6-24,0.013922222222222213,0.005555555555555554,0.06666666666666667,14.0,0.008197928571428571
483,UglyDolls,87.0,45000000.0,8603407.0,2019-5-5,0.00016838316722036996,0.035349949822541187,0.378573622337119,324.0,0.19118682222222222
484,A Dog's Way Home,96.0,18000000.0,11251263.0,2019-1-13,0.13589974038438135,0.1312056661642833,0.35141154597303875,45.0,0.6250701666666667
485,Stan & Ollie,98.0,10000000.0,78104.0,2018-12-30,0.3090570401310401,0.23711821780458148,0.27616690084417356,37.0,0.0078104
486,Diary of a Wimpy Kid: The Long Haul,91.0,22000000.0,7126084.0,2017-5-21,0.08068099125874127,0.0503715805028305,0.4174879538690072,68.0,0.3239129090909091
487,Uncle Drew,103.0,19000000.0,15242781.0,2018-7-1,0.16279717036511165,0.08515248954839744,0.2671193862583701,12733.0,0.8022516315789474
488,The Zookeeper's Wife,127.0,20000000.0,3288835.0,2017-4-2,0.2153088235294118,0.17511140819964352,0.4184269162210339,131.0,0.16444175
489,A United Kingdom,111.0,14000000.0,66510.0,2017-2-12,0.1538384890733537,0.06795680730500762,0.2898972120985153,2720.0,0.004750714285714286
490,Winchester,99.0,3500000.0,9307626.0,2018-2-4,0.00860133358279286,0.11958905605441472,0.34127096940845325,18143.0,2.6593217142857144
491,Mr. Church,104.0,8000000.0,338551.0,2016-9-18,0.018981871649210235,0.030107621371774335,0.3242292015400986,1296.0,0.042318875
492,Table 19,87.0,5000000.0,1597928.0,2017-3-5,0.10069265084443728,0.04529521731833208,0.32776551998926273,6116.0,0.3195856
493,A-X-L,100.0,10000000.0,2798229.0,2018-8-26,0.0693930207091963,0.05197773834409501,0.2906239359305719,2211.0,0.2798229
494,Breakthrough,116.0,14000000.0,11282333.0,2019-4-21,0.057692670213240066,0.06960257628053375,0.329307282300122,9240.0,0.8058809285714286
495,Marshall,118.0,12000000.0,3000805.0,2017-10-15,0.04875083559183104,0.029276788714370405,0.2891651717998357,13169.0,0.25006708333333333
496,Black Christmas,92.0,5000000.0,4240245.0,2019-12-15,0.08462484735096773,0.03676284617333056,0.3359077445674115,105.0,0.848049
497,The Sun Is Also a Star,100.0,9000000.0,2511530.0,2019-5-19,0.13701419984777208,0.08482025522501772,0.3338554085222204,1328.0,0.2790588888888889
498,Kin,102.0,30000000.0,3035618.0,2018-9-2,0.03869745365027308,0.04221525164148588,0.32096653312208523,3470.0,0.10118726666666666
499,Traffik,96.0,4000000.0,3941338.0,2018-4-22,0.14874484126984125,0.11680956389289722,0.3951089766714766,109.0,0.9853345
500,Bad Santa 2,92.0,26000000.0,6176680.0,2016-11-27,-0.37471247571571603,-0.3808575896654212,0.6018132226900714,882.0,0.23756461538461537
501,Smallfoot,96.0,80000000.0,23045635.0,2018-9-30,0.12433885185185187,0.14702132926810346,0.3249643480374663,204.0,0.2880704375
502,Crown Vic,110.0,3600000.0,2468.0,2019-11-10,0.11139162337662337,0.046552789802789804,0.2701729057979058,65.0,0.0006855555555555556
503,Meet the Blacks,94.0,900000.0,4055940.0,2016-4-3,0.08300736330392068,0.09120162752432316,0.27746700072083397,140.0,4.5066
504,How to Be a Latin Lover,115.0,10000000.0,12252439.0,2017-4-30,0.5339509834654865,0.16179022248151825,0.37061004678061116,91.0,1.2252439
505,Term Life,93.0,16500000.0,13040.0,2016-5-1,0.06392628353289098,0.07159206311548796,0.3700480749945564,14696.0,0.0007903030303030303
506,Blinded by the Light,118.0,15000000.0,4333305.0,2019-8-18,0.09112921834507114,0.2022560088021579,0.4842227009822291,14429.0,0.288887
507,Victoria & Abdul,111.0,21000000.0,158845.0,2017-9-24,0.16379166666666667,0.05833333333333334,0.15277777777777776,12.0,0.007564047619047619
508,Dog Days,113.0,10000000.0,2554766.0,2018-8-12,0.05797951597006759,0.05366196880615802,0.31626592621827077,32715.0,0.2554766
509,The Darkness,92.0,4000000.0,4950859.0,2016-5-15,-0.005115501298111313,0.041103106051635384,0.3342341662958627,19305.0,1.23771475
510,Middle School: The Worst Years of My Life,92.0,8500000.0,6878437.0,2016-10-9,-0.12731565860023344,-0.016961810701556994,0.3937282834457532,1391.0,0.8092278823529412
511,Max Steel,92.0,10000000.0,2182216.0,2016-10-16,0.020056147996658183,0.09126240692927703,0.32871241727971384,457.0,0.2182216
512,Shock and Awe,90.0,16450000.0,45856.0,2018-7-15,-0.05348560246907506,0.10862142067988412,0.34310783329898503,657.0,0.002787598784194529
513,Sherlock Gnomes,86.0,59000000.0,10604774.0,2018-3-25,0.15836935483870968,0.06979148340002875,0.3000313274512965,770.0,0.17974193220338983
514,The Comedian,120.0,15000000.0,10723.0,2016-12-11,0.20165417989896783,0.05285133100096856,0.3466062309308247,3539.0,0.0007148666666666666
515,The Ballad of Lefty Brown,111.0,8000000.0,5559.0,2017-12-17,0.3409754901960784,0.13092223000311234,0.26857601929660757,26.0,0.000694875
516,Chappaquiddick,106.0,13000000.0,5765854.0,2018-4-8,-0.16816975000000003,0.024578300865800866,0.23700829725829728,887.0,0.4435272307692308
517,Rules Don't Apply,127.0,25000000.0,1589625.0,2016-11-27,0.0951200425159727,0.07896718232157687,0.3473193983092379,2241.0,0.063585
518,Acrimony,120.0,20000000.0,17170707.0,2018-4-1,0.11003281265031266,0.09246042307899281,0.2782131217534781,642.0,0.85853535
519,The Birth of a Nation,120.0,8500000.0,7004254.0,2016-10-9,0.015894617571595035,0.10586919891203407,0.3132781060450972,1434.0,0.8240298823529412
520,Father Figures,113.0,25000000.0,3287451.0,2017-12-24,-0.00555051272467668,0.05739019671145412,0.2917587721403394,919.0,0.13149804
521,I'm Not Ashamed,112.0,1500000.0,927161.0,2016-10-23,0.009795694770511763,0.0532314018671309,0.38789711519181047,9629.0,0.6181073333333333
522,Nobody's Fool,110.0,19000000.0,13743111.0,2018-11-4,-0.3174637254477549,0.042501893939393944,0.30755651755651753,30.0,0.7233216315789474
523,Don't Let Go,103.0,5000000.0,2338669.0,2019-9-1,0.04236515110571186,0.05125392675493977,0.3273944854909158,219026.0,0.4677338
524,The Hollars,88.0,3800000.0,38210.0,2016-8-28,0.0016015873015873014,0.1541936943127419,0.296283754495064,22.0,0.010055263157894737
525,Kickboxer: Retaliation,110.0,10000000.0,3061.0,2018-1-28,-0.003201623376623376,0.17460497835497837,0.22198322510822507,19.0,0.0003061
526,Range 15,89.0,1000000.0,1044.0,2016-6-19,0.06461212939398005,0.07340520792553815,0.34928786583077587,15351.0,0.001044
527,Boo! A Madea Halloween,103.0,20000000.0,28501448.0,2016-10-23,-0.0236678624401914,-0.0038124602481958924,0.14233348557067158,32.0,1.4250724
528,Bonjour Anne,92.0,5000000.0,98850.0,2017-5-14,0.5106,0.375,0.675,1.0,0.01977
529,Blaze,129.0,1200000.0,44050.0,2018-8-19,0.012041711675434181,0.09073656130726075,0.30936083196448627,4735.0,0.036708333333333336
530,Early Man,89.0,50000000.0,3190525.0,2018-2-18,0.056651157586600054,0.05807432185674438,0.3421463116364189,75003.0,0.0638105
531,Incarnate,87.0,5000000.0,2534884.0,2016-12-4,0.04808827399600961,0.013322348141303612,0.25105616675888,5055.0,0.5069768
532,Overcomer,119.0,5000000.0,8146533.0,2019-8-25,0.11663214285714285,0.1245957019171305,0.353037260358689,1531.0,1.6293066
533,The Hurricane Heist,103.0,35000000.0,3024399.0,2018-3-11,0.11111261904761906,0.07239223441902014,0.2535674946746375,122.0,0.0864114
534,Brian Banks,99.0,10000000.0,2156272.0,2019-8-11,-0.07828697556669231,-0.00857083319442781,0.2928053754509428,1610.0,0.2156272
535,A Madea Family Funeral,109.0,20000000.0,27062332.0,2019-3-3,-0.06263945648064866,0.10677403485876097,0.23618811377009144,91.0,1.3531166
536,Barbershop: A Fresh Cut,111.0,20000000.0,20242415.0,2016-4-17,0.056302666666666674,0.08717281144781144,0.286013542938543,12.0,1.01212075
537,"Paul, Apostle of Christ",108.0,5000000.0,5172585.0,2018-3-25,0.1291526791726792,0.09498164462890893,0.2583930439657923,1790.0,1.034517
538,Poms,90.0,10000000.0,5361937.0,2019-5-12,0.04516627470671588,0.013015786921360132,0.23059000311509048,1643.0,0.5361937
539,Birth of the Dragon,95.0,31000000.0,2702430.0,2017-8-27,0.08256643861735964,0.09896058657837425,0.3285422473721394,2243.0,0.08717516129032259
540,Just Getting Started,91.0,22000000.0,3201459.0,2017-12-10,0.06196986412294117,0.05000804142871546,0.35791528596047895,44943.0,0.14552086363636363
541,Run the Race,101.0,2500000.0,2161480.0,2019-2-24,0.07973302913489061,0.07217904361854412,0.34356453328474473,9293.0,0.864592
542,Greater,130.0,9000000.0,627974.0,2016-8-28,0.1286069206953307,0.10413511029353527,0.3770962920363511,33551.0,0.06977488888888889
543,Wonder Park,85.0,90000000.0,15853646.0,2019-3-17,0.05256745526549599,0.08566933278512719,0.3863578442571608,3725.0,0.17615162222222222
544,Unbroken: Path to Redemption,98.0,6000000.0,2238723.0,2018-9-16,0.28755708333333335,0.02093721093721094,0.15923352804602806,52.0,0.3731205
545,The Disappointments Room,91.0,15000000.0,1402823.0,2016-9-11,-0.3711585403852928,0.058679340724700005,0.3224594319097408,47.0,0.09352153333333334
546,Breaking In,88.0,6000000.0,17630285.0,2018-5-13,0.024344417694393328,0.0285921628604927,0.33550856883066155,107425.0,2.9383808333333334
547,Show Dogs,92.0,5500000.0,6023972.0,2018-5-20,0.10021131779888284,0.06976169523469551,0.34804795893010104,5493.0,1.0952676363636364
548,Queen of Katwe,124.0,15000000.0,304933.0,2016-9-25,0.17127298441734418,0.13990850017833842,0.2614380798239199,143.0,0.020328866666666667
549,Woodshock,100.0,5000000.0,12247.0,2017-9-24,0.11093271449548985,0.12277201462616819,0.2827315794826808,107.0,0.0024494
550,Wild Oats,86.0,10000000.0,21554.0,2016-9-18,0.09648056623931622,0.12492245208785265,0.3889081674232669,274.0,0.0021554
551,Ratchet & Clank,94.0,20000000.0,4869278.0,2016-5-1,0.1346762293948148,0.08399567812188921,0.31501277368022834,6785.0,0.2434639
552,Unplanned,109.0,6000000.0,6382298.0,2019-3-31,0.08439050770936157,0.04678841868765159,0.29236512128278563,4034.0,1.0637163333333333
553,God's Not Dead 2,120.0,5000000.0,7623662.0,2016-4-3,0.2932649089086629,0.045833092311575584,0.37349447313068873,259.0,1.5247324
554,Rock Dog,90.0,60000000.0,3704749.0,2017-2-26,0.15778592556773322,0.13717844590341874,0.35669749740249457,2550.0,0.06174581666666667
555,The Perfect Match,96.0,5000000.0,4294232.0,2016-3-13,0.12099014876196991,0.11861787800286766,0.40015945874223013,9744.0,0.8588464
556,Blind,98.0,2500000.0,12522.0,2017-7-16,-0.02658067681442423,-0.04700857608139572,0.4064518644164068,78576.0,0.0050088
557,Norm of the North,88.0,7000000.0,6844137.0,2016-1-17,0.058982407309227484,0.06421661424035777,0.19002470934168525,619.0,0.9777338571428571
558,The Vault,91.0,5000000.0,4308.0,2017-9-3,0.06332728849259736,0.04662700824064112,0.36677435321245183,12515.0,0.0008616
559,El Chicano,144.0,8000000.0,700261.0,2019-5-5,0.055454166666666665,-0.029008838383838383,0.13005050505050506,13.0,0.087532625
560,Same Kind of Different as Me,119.0,15000000.0,2591985.0,2017-10-22,0.054313785138737865,0.05873633548473954,0.34767181270675307,20826.0,0.172799
561,Phoenix Forgotten,87.0,2800000.0,1816499.0,2017-4-23,0.1831345290745291,0.222687170345443,0.4757386473149204,34.0,0.6487496428571429
562,Tyler Perry's Boo 2! A Madea Halloween,101.0,25000000.0,21226953.0,2017-10-22,0.05694175438596492,0.16901315789473684,0.41596491228070187,7.0,0.84907812
563,Almost Christmas,111.0,17000000.0,15134235.0,2016-11-13,0.05700745966739105,0.048269117576621084,0.32265845886391625,6940.0,0.8902491176470588
564,The Resurrection of Gavin Stone,91.0,2000000.0,1206771.0,2017-1-22,0.360225,0.3814867424242424,0.706344696969697,38.0,0.6033855
565,The Young Messiah,111.0,18500000.0,3294876.0,2016-3-13,0.07684699992036949,0.08156565772549858,0.23430027478955084,166.0,0.1781014054054054
566,Robinson Crusoe,91.0,13000000.0,3342696.0,2016-9-11,-0.023334400181474067,0.0020603460867982468,0.19273464365407056,41.0,0.25713046153846153
567,Sleight,89.0,250000.0,1701785.0,2017-4-30,0.12194696200712096,0.1326661215025107,0.42226086020136994,1329.0,6.80714
568,Little Men,85.0,2000000.0,30368.0,2016-8-7,0.032273195971700294,0.05365974752082511,0.34655819541739236,30726.0,0.015184
569,Lowriders,98.0,5000000.0,2403885.0,2017-5-14,-0.046616517857142846,0.09489750759920211,0.3706806876887825,153.0,0.480777
570,Let There Be Light,100.0,3000000.0,1729535.0,2017-10-29,0.03300061617682644,0.05800527652751683,0.34259285501788694,23046.0,0.5765116666666666
571,Inside the Rain,90.0,1000000.0,8140.0,2020-3-15,0.024542091746646576,0.03265129155270327,0.3204365847865159,103.0,0.00814
572,Hacker,95.0,2000000.0,6716.0,2016-12-4,-0.11341683279646736,0.023509556171989247,0.29702157735163054,16007.0,0.003358
573,All Saints,108.0,2000000.0,1514278.0,2017-8-27,0.08134522292822507,0.0696045520507959,0.3836140585145097,3112.0,0.757139
574,Indivisible,119.0,2700000.0,1503101.0,2018-10-28,0.07639236540604973,0.09065937997433546,0.30631106060240115,21.0,0.5567040740740741
575,The Assassin's Code,95.0,1800000.0,11218.0,2018-5-13,-0.07901244840791112,0.03318859104249452,0.29808270021319005,36.0,0.006232222222222222
